"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","recursos_de_partido_politico","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","votos"
2010,"80000000643","VALDIR RIBEIRO","ES","PPS",4,4,2675,668.75,0,2675,0,0,0,4,4,2675,668.75,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","GARI OU LIXEIRO",5723
2010,"80000000655","ALEXANDRE VALDO MAITAN","ES","PDT",75,74,52808.47,704.11,2325.05,19483.42,0,14000,17000,129,117,47587.19,368.89,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",9281
2010,"80000000656","DELIO PARRINI IGLESIAS","ES","PDT",9,9,7375.05,819.45,3875.05,3000,0,500,0,7,7,7375.05,1053.58,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",6642
2010,"80000000659","EDSON DA FONSECA BASTOS","ES","PV",19,18,25172.55,1324.87,7725.05,11200,6160,0,87.5,26,23,23220.27,893.09,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS",11582
2010,"80000000660","LUIZ CARLOS COSTA","ES","PRB",20,20,85822.35,4291.12,11267.35,29130,12825,2000,30600,46,40,66853.89,1453.35,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA",8415
2010,"80000000662","GENARIO JOSE DA MATA","ES","PDT",7,7,11133.64,1590.52,6136.35,0,0,4997.29,0,12,10,10533.64,877.8,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","PROFESSOR DE ENSINO SUPERIOR",16247
2010,"80000000722","VALDIVO PEREIRA PRATIS","ES","PSOL",2,2,3446.1,1723.05,3446.1,0,0,0,0,2,2,3446.1,1723.05,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS",1175
2010,"80000000724","RALPH DE MENEZES LOBATO","ES","PSB",11,11,19537.55,1776.14,1987.55,300,6630,620,10000,19,18,19371.32,1019.54,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ENGENHEIRO",535
2010,"80000000745","ANTONIO MOREIRA","ES","DEM",9,9,11813.56,1312.62,2600,0,0,9213.56,0,9,9,11812.61,1312.51,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",4283
2010,"90000000077","ALESSANDRO MENDONÇA CABRAL","GO","PTB",14,14,55479.15,3962.8,12379.15,18500,0,24600,0,25,25,55479.15,2219.17,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","OUTROS",717
2010,"90000000078","ANTONIO ALENCAR FILHO","GO","PSDB",24,22,42420.62,1767.53,27155.5,10265.12,5000,0,0,65,51,40896.06,629.17,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADMINISTRADOR",7530
2010,"90000000079","ANTONIO PEDRO DE CAMARGO","GO","PRB",2,2,631.1,315.55,0,0,0,631.1,0,9,8,630.75,70.08,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA",541
2010,"90000000080","ARMANDO VERGÍLIO DOS SANTOS JÚNIOR","GO","PMN",153,148,3972989.87,25967.25,738970,159000,1949719.87,1125300,0,1707,1324,3361563.79,1969.28,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",103231
2010,"90000000081","ARTHUR MARIANO CELESTINO NETO","GO","PTB",14,12,20939.15,1495.65,18355.15,2014,0,570,0,13,11,15649.15,1203.78,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","VETERINÁRIO",2639
2010,"90000000082","CARLOS ALBERTO LEREIA DA SILVA","GO","PSDB",78,71,3850367,49363.68,20495,708310,1518967,168500,1434095,2779,2158,2175429.41,782.81,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","DEPUTADO",98427
2010,"90000000086","DOMINGOS PAULA DE SOUZA","GO","PTB",17,16,135355,7962.06,83425,5000,6280,40650,0,102,99,127755,1252.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","VEREADOR",6117
2010,"90000000090","HEULER ABREU CRUVINEL","GO","DEM",110,105,2851878.46,25926.17,113496,967095.54,987300.42,783986.5,0,1466,1455,2833056.08,1932.51,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PRODUTOR AGROPECUÁRIO",76796
2010,"90000000091","JOAO CAMPOS DE ARAUJO","GO","PSDB",88,85,546880.59,6214.55,0,160764.68,237901.16,56458.75,91756,478,343,438496.53,917.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",135968
2010,"90000000092","JORGE DOS REIS PINHEIRO","GO","PRB",41,41,858638.46,20942.4,358403.46,75300,357000,18000,49935,277,177,792738.9,2861.87,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TÉCNICO CONTABILIDADE, ESTATÍSTICA, ECONOMIA DOMÉSTICA E ADMINISTRAÇÃO",48510
2010,"90000000094","JOVAIR OLIVEIRA ARANTES","GO","PTB",53,52,2319751.01,43768.89,595495.06,64555.95,1513700,146000,0,2901,2634,2039428.3,703.01,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",147624
2010,"90000000097","LEONARDO MOURA VILELA","GO","PSDB",109,104,2569012.12,23568.92,356905.45,141825,1575139.06,120530.61,374612,1646,1617,2495753.78,1516.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",91924
2010,"90000000098","MAGDA MOFATTO HON","GO","PTB",29,20,2412693.32,83196.32,5620,4500,202573.32,2200000,0,2778,2579,2033679.19,732.07,"DEPUTADO FEDERAL","FEMININO","ENSINO FUNDAMENTAL INCOMPLETO","VIÚVO(A)","EMPRESÁRIO",54887
2010,"90000000099","MARCELO DE MELO METSAVAHT","GO","PTB",3,3,6780,2260,6780,0,0,0,0,3,3,6780,2260,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",1065
2010,"90000000100","MIRIAN GARCIA SAMPAIO PIMENTA","GO","PSDB",26,21,276738.14,10643.77,2506.87,3200,267000,2031.27,2000,402,334,252267.64,627.53,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",16893
2010,"90000000103","RAIMUNDO NONATO VIEIRA FONTENELE","GO","PTB",13,12,8387.9,645.22,5015.5,0,0,3372.4,0,12,10,6907.9,575.66,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","EMPRESÁRIO",320
2010,"90000000104","RICARDO RIBEIRO ALVES","GO","PRB",2,2,689.25,344.62,0,0,0,689.25,0,4,4,689.25,172.31,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",758
2010,"90000000105","RONALDO RAMOS CAIADO","GO","DEM",262,255,2771075.5,10576.62,345480.5,447534.86,1375328,2732.14,6e+05,2119,2027,2683066.09,1266.19,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",167591
2010,"90000000106","SAMUEL GUILSIMAR ALMEIDA","GO","PSDB",63,62,623935,9903.73,0,93755,198000,292300,39880,747,740,607731.44,813.56,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",32261
2010,"90000000107","THIAGO MACHADO MATIAS","GO","DEM",9,9,14975,1663.89,0,4975,0,0,10000,11,11,14975,1361.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",4541
2010,"90000000108","VALDIVINO JOSE DE OLIVEIRA","GO","PSDB",27,27,2160225.54,80008.35,116216.04,24590,1650100,0,369319.5,1388,814,1526047.51,1099.46,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",51237
2010,"90000000109","VETER MARTINS MORAIS","GO","PSDB",116,114,1516711.21,13075.1,1295491.21,191470,0,7750,22000,265,227,1491948.84,5630,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",23349
2010,"90000000110","VILMAR DA SILVA ROCHA","GO","DEM",41,35,1687900,41168.29,82900,86800,1283200,10000,225000,897,805,1188524.79,1325,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",85773
2010,"90000000111","WALDIR DA SILVA CAMELO","GO","DEM",27,27,27564,1020.89,0,24564,0,3000,0,32,31,27561.5,861.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",799
2010,"90000000112","WALDIR SOARES DE OLIVEIRA","GO","PSDB",14,14,37360,2668.57,600,17700,6420,2640,10000,19,19,37360,1966.32,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",40448
2010,"90000000205","CARLOS LUIZ MACHADO DE BRITO","GO","PTC",1,1,19440,19440,19440,0,0,0,0,1,1,19440,19440,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",163
2010,"90000000207","DARIO ALVES PAIVA NETO","GO","PSL",32,29,343565.12,10736.41,183482,57550,1e+05,2533.12,0,81,75,336628.82,4155.91,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",8942
2010,"90000000208","ENIO SILVA","GO","PTC",1,1,19440,19440,19440,0,0,0,0,1,1,19440,19440,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","TRABALHADOR METALÚRGICO E SIDERÚRGICO",427
2010,"90000000209","ESLAINE PERES DE OLIVEIRA","GO","PTC",1,1,1000,1000,0,0,0,0,1000,1,1,1000,1000,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO FUNDAMENTAL",1193
2010,"90000000211","HELIO MOREIRA BORGES","GO","PTC",2,2,19570,9785,19440,130,0,0,0,2,2,19570,9785,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",125
2010,"90000000216","ROSE-MARX WAYNE DE OLIVEIRA","GO","PHS",22,22,440222.73,20010.12,401322.73,16000,0,22900,0,38,38,440217.89,11584.68,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MILITAR REFORMADO",33403
2010,"90000000217","SUELENE DA COSTA BANDEIRA","GO","PTC",2,2,19840,9920,19840,0,0,0,0,2,2,19840,9920,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",246
2010,"90000000219","WALDEMIR SOARES DA SILVA","GO","PSL",2,2,4350,2175,0,750,0,3600,0,4,4,4350,1087.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",10540
2010,"90000000372","ANSELMO QUADROS","GO","PV",4,4,1455.26,363.81,850,605.26,0,0,0,4,4,1455.26,363.81,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","ADMINISTRADOR",488
2010,"90000000373","ANTONIO BENEDITO DA SILVEIRA","GO","PV",3,3,3300,1100,1000,2000,0,300,0,5,5,3297.19,659.44,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1205
2010,"90000000374","BLENER LOPES DE CARVALHO","GO","PSC",5,5,3847,769.4,1447,0,0,2400,0,4,4,3797,949.25,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",708
2010,"90000000376","ELENIRA TATIANA LEMOS VIEIRA CHADUD","GO","PDT",39,38,505690,12966.41,38150,95000,298590,73950,0,552,545,500848.85,907.33,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",38158
2010,"90000000377","FLÁVIA CARREIRO ALBUQUERQUE MORAIS","GO","PDT",81,77,3039397.04,37523.42,68503.5,267149.44,2292744.1,411000,0,7835,5675,2612074.56,333.39,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",152553
2010,"90000000379","GERIVALDO PEREIRA DA SILVA","GO","PSC",1,1,500,500,0,500,0,0,0,1,1,500,500,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","CONTADOR",121
2010,"90000000380","GILBERTO LOPES FARIA","GO","PV",2,2,947,473.5,947,0,0,0,0,2,2,947,473.5,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE",421
2010,"90000000381","JOSE RICARDO DE SOUZA","GO","PSC",5,5,9447,1889.4,6447,0,0,3000,0,8,8,9447,1180.88,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MILITAR REFORMADO",2290
2010,"90000000383","JOÃO SANDES JUNIOR","GO","PP",47,43,1568397,33370.15,7697,486400,965300,19000,90000,1783,1707,1495584.23,838.8,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",89230
2010,"90000000384","MARCIO JOSE NEVES DUARTE","GO","PV",14,14,10146,724.71,1850,6173,0,2123,0,16,15,9546,596.62,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","VIÚVO(A)","SERVIDOR PÚBLICO ESTADUAL",604
2010,"90000000385","MATUSAEL DO NASCIMENTO","GO","PP",2,2,26000,13000,26000,0,0,0,0,2,2,25972.5,12986.25,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","MÚSICO",25185
2010,"90000000386","MAURO CESAR DE SOUSA","GO","PV",1,1,1000,1000,1000,0,0,0,0,1,1,1000,1000,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",182
2010,"90000000388","PAULO MARTINS DA SILVA","GO","PP",6,6,27587.5,4597.92,16247,2000,0,9340.5,0,7,7,27587.5,3941.07,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","AGRÔNOMO",4512
2010,"90000000390","RANIERY NUNES DA SILVA","GO","PSC",48,45,96303.17,2006.32,59600,33853.17,0,2850,0,114,109,81019.92,710.7,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",5726
2010,"90000000391","ROBERTO EGÍDIO BALESTRA","GO","PP",194,150,2398288.5,12362.31,0,195223.44,1676633.63,86860.94,439570.49,2919,2437,2044688.89,700.48,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",97424
2010,"90000000393","SANDRO DA MABEL ANTONIO SCODRO","GO","PR",248,217,4866458.06,19622.81,15279.25,90760,2384518.81,15900,2360000,7773,5387,3244004.36,417.34,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",148687
2010,"90000000396","SERGIO RAMOS CAIADO","GO","PP",47,46,1517792.13,32293.45,12743.26,1403048.87,67000,35000,0,1837,1595,1243865.63,677.12,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",41783
2010,"90000000398","VANDERLAN MOURA JÚNIOR","GO","PRP",7,5,9727,1389.57,1447,8280,0,0,0,4,4,8252,2063,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",1072
2010,"90000000399","WILMAR PEREIRA DA CUNHA","GO","PRP",8,8,5050.5,631.31,1447,0,200,3403.5,0,10,9,5041.4,504.14,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","REPRESENTANTE COMERCIAL",276
2010,"90000000417","AUGUSTINHO SCHEFFER DA ROSA","GO","PSOL",2,2,1100,550,80,0,0,1020,0,3,3,1100,366.67,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",873
2010,"90000000418","NILTON VIEIRA DA SILVA","GO","PSOL",4,3,2122,530.5,0,0,0,2122,0,5,5,2122,424.4,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","MILITAR REFORMADO",622
2010,"90000000419","WELINGTON CEZAR SILVA","GO","PSTU",2,2,450,225,240,210,0,0,0,2,2,450,225,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",913
2010,"90000000604","DENIS ROBSON DA SILVA","GO","PMDB",1,1,1612.9,1612.9,1612.9,0,0,0,0,1,1,1612.9,1612.9,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",2381
2010,"90000000605","ELISEU TOMAZ DE AQUINO","GO","PMDB",1,1,1612.9,1612.9,1612.9,0,0,0,0,1,1,1612.9,1612.9,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","CONTADOR",201
2010,"90000000606","FÁBIO TOKARSKI","GO","PC do B",80,79,402052.13,5025.65,65764.44,140900,150000,7000,38387.69,179,166,405946.91,2267.86,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",35646
2010,"90000000607","GALENO PEREIRA GUIMARÃES","GO","PT",8,8,21001.62,2625.2,3687.9,0,5900,11413.72,0,17,16,20832.3,1225.43,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",9561
2010,"90000000608","IRIS DE ARAUJO REZENDE MACHADO","GO","PMDB",45,44,2356840.9,52374.24,322112.9,76820,664100,453808,840000,3742,3661,2242361.31,599.24,"DEPUTADO FEDERAL","FEMININO","ENSINO MÉDIO COMPLETO","CASADO(A)","ADMINISTRADOR",185934
2010,"90000000609","ITAMAR DA SILVA LIMA","GO","PT",13,13,21960.9,1689.3,8350.9,3810,3000,6800,0,47,47,21860.4,465.11,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","EMPRESÁRIO",2709
2010,"90000000610","JOAO BATISTA RIBEIRO DE QUEIROZ","GO","PMDB",2,2,1912.9,956.45,1912.9,0,0,0,0,2,2,1912.9,956.45,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",571
2010,"90000000611","JOAO MENDES DE REZENDE","GO","PMDB",2,2,4612.9,2306.45,1612.9,0,0,3000,0,13,13,4564.63,351.13,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ADVOGADO",909
2010,"90000000613","JOSÉ SEBBA JUNIOR","GO","PT",16,16,162199.98,10137.5,300,94399.98,25000,14000,28500,72,68,151199.98,2100,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",9134
2010,"90000000614","LAZARO ADELMO MENDONCA","GO","PMDB",15,8,8251,550.07,0,1371,0,6880,0,15,8,3251,216.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BANCÁRIO E ECONOMIÁRIO",1561
2010,"90000000615","LEANDRO VILELA VELLOSO","GO","PMDB",154,145,1974124.48,12818.99,120437.47,201767.41,1112599.6,134320,405000,4603,4008,1738612.38,377.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",102435
2010,"90000000617","MARINA PIGNATARO SANTANA","GO","PT",59,57,726229,12308.97,290424,180055,9000,4750,242000,208,163,609232.57,2929,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",57449
2010,"90000000618","MUSTAFÁ LIMA DE ARAÚJO","GO","PT",17,17,24927.9,1466.35,3987.9,10220,0,10720,0,34,27,24434.02,718.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1612
2010,"90000000619","PEDRO AFONSO DE FREITAS","GO","PT",2,2,2262.9,1131.45,2262.9,0,0,0,0,2,2,2262.9,1131.45,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SEPARADO(A) JUDICIALMENTE","COMERCIANTE",434
2010,"90000000620","PEDRO DAMIÃO PEREIRA","GO","PT",4,3,2975,743.75,2975,0,0,0,0,5,4,2425,485,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE",341
2010,"90000000621","PEDRO PINHEIRO CHAVES","GO","PMDB",55,52,1258679.26,22885.08,130852.9,199050,387859.87,390916.49,150000,1049,971,1150329.79,1096.6,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",94318
2010,"90000000623","RUBENS OTONI GOMIDE","GO","PT",133,115,1058490.75,7958.58,2095.15,326957.5,434790,199648.1,95000,546,487,952732.37,1744.93,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",171382
2010,"90000000624","SORMANI IRINEU RIBEIRO","GO","PT",17,10,21708.75,1276.99,2262.9,2280,0,17165.85,0,39,37,20658.75,529.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",3995
2010,"90000000625","THIAGO MELLO PEIXOTO DA SILVEIRA","GO","PMDB",125,118,2131713.17,17053.71,62502.95,471746.7,1117459.92,480003.6,0,4170,3534,1834207.36,439.86,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA",90719
2010,"90000000626","WAGNER DA SILVA GUIMARAES","GO","PMDB",95,92,990023.64,10421.3,0,98023.64,1e+05,692000,1e+05,1500,1424,880798.64,587.2,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","AGRICULTOR",31416
2010,"90000000743","FREDERICO CHARLES SABIO NASSIF","GO","PV",27,16,37105,1374.26,15700,21400,0,5,0,31,21,26905,867.9,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ENGENHEIRO",699
2010,"90000000748","VALMIRO BATISTA DO NASCIMENTO","GO","PV",1,1,500,500,500,0,0,0,0,1,1,500,500,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",774
2010,"90000000770","MARCO AURÉLIO DE ALMEIDA","GO","PTC",10,10,55730,5573,10720,45010,0,0,0,49,49,55730,1137.35,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OUTROS",3737
2010,"90000000771","GÉRSON SANT ANA","GO","PHS",3,3,9800,3266.67,0,2000,0,7800,0,13,11,9497.1,730.55,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","EMPRESÁRIO",6617
2010,"90000000772","CARLITO ALVES RODRIGUES","GO","PHS",5,5,4647,929.4,0,0,0,4647,0,5,5,4647,929.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","CASADO(A)","EMPRESÁRIO",641
2010,"90000000777","PAULO ELIAS CAD","GO","PHS",7,7,1633.38,233.34,0,510,0,1123.38,0,10,10,1633.38,163.34,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL",896
2010,"90000000787","JAIRO MARTINS DE SOUZA","GO","PTN",1,1,300,300,0,300,0,0,0,1,1,300,300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","POLICIAL MILITAR",36
2010,"90000000795","JUVENAL BORGES DE ALMEIDA","GO","PHS",1,1,900,900,0,0,900,0,0,1,1,900,900,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",4057
2010,"90000000796","ELVIDIO ALVES RÊGO","GO","PHS",3,3,7687,2562.33,7687,0,0,0,0,3,3,7687,2562.33,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MILITAR REFORMADO",2148
2010,"90000000797","NAIR FRANCISCO PIRES","GO","PHS",9,8,12420,1380,0,10620,1800,0,0,19,19,12420,653.68,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO INCOMPLETO","SOLTEIRO(A)","COMERCIANTE",9002
2010,"90000000799","MARCIO RIVAIR GUNTIJO","GO","PHS",3,3,11000,3666.67,0,6000,0,5000,0,35,27,7280,208,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","TÉCNICO EM INFORMÁTICA",1730
2010,"90000000810","ERCILEY PIRES SANTANA","GO","PRTB",2,2,170000,85000,0,0,0,0,170000,48,47,155000,3229.17,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","COMERCIANTE",10149
2010,"90000000820","PEPLIONIO FERREIRA PEREIRA","GO","PPS",5,5,2350,470,0,1600,750,0,0,5,5,2350,470,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","AGRICULTOR",1061
2010,"90000000824","RICARDO FERREIRA DE SOUSA","GO","PMDB",2,2,2600,1300,0,0,0,2600,0,2,2,2600,1300,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS",1369
