"ano","sequencial_candidato","nome","uf","partido","quantidade_doacoes","quantidade_doadores","total_receita","media_receita","recursos_de_outros_candidatos.comites","recursos_de_pessoas_fisicas","recursos_de_pessoas_juridicas","recursos_proprios","recursos_de_partido_politico","quantidade_despesas","quantidade_fornecedores","total_despesa","media_despesa","cargo","sexo","grau","estado_civil","ocupacao","votos"
2006,"10159","EDGAR PIANA PEREIRA","MT","PP",7,7,5607.17,801.02,0,4147,0,1460.17,0,55,37,5522.22,100.4,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","PECUARISTA",1346
2006,"10159","FRANCISCO CARLOS CHICO FERRAMENTA DELFINO","MG","PT",86,81,167827.5,1951.48,0,120987.5,46840,0,0,166,108,164124.27,988.7,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","TRABALHADOR EM ATIVIDADE DE PROCESSAMENTO QUÍMICO",61682
2006,"10159","MÁRCIO ROBERTO LEON","SP","PPS",7,7,7161.8,1023.11,952,0,0,0,6209.8,19,19,7131.28,375.33,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ANALISTA DE SISTEMAS",1735
2006,"10159","SERGIO DA SILVA LOURENÇO","PB","PSC",1,1,660,660,0,0,0,660,0,10,10,660,66,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",944
2006,"10159","SERGIO PAULO DE OLIVEIRA","PR","PMDB",15,14,60402.4,4026.83,1400,53002.4,0,6000,0,40,39,59842.4,1496.06,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO MÉDIO",31941
2006,"10160","ANTONIO PEDRO DE SIQUEIRA INDIO DA COSTA","RJ","PFL",49,43,838600,17114.29,0,432600,406000,0,0,436,396,768559.99,1762.75,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","VEREADOR",91538
2006,"10160","VIRGÍLIO GUIMARÃES DE PAULA","MG","PT",100,94,944300,9443,10000,14300,795000,25000,1e+05,688,631,941512.61,1368.48,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",101225
2006,"10161","ADERLY DE OLIVEIRA VALENTE","RJ","PFL",5,5,10023,2004.6,0,7000,0,3023,0,15,15,10023,668.2,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",17387
2006,"10161","JOÃO MACHADO DE SOUZA","SP","PPS",7,7,9135.92,1305.13,3125.62,0,0,5000,1010.3,63,58,9065.41,143.9,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",6358
2006,"10161","REGINALDO LAZARO DE OLIVEIRA LOPES","MG","PT",43,41,392051.08,9117.47,5000,27430,347400,12221.08,0,518,399,356878.73,688.96,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ECONOMISTA",81302
2006,"10161","RICARDO LEAL COUGO","RS","PSB",16,16,38364.26,2397.77,15006,4288,0,7070.26,12000,153,120,36713.01,239.95,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PROFESSOR DE ENSINO SUPERIOR",8306
2006,"10161","SERGIO ANDREKOWICZ","PR","PMDB",6,5,12620,2103.33,1400,0,10000,1220,0,14,14,12617.68,901.26,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",5179
2006,"10162","ALUIZIO PAREDES MOREIRA","PB","PPS",3,3,2007.6,669.2,0,2007.6,0,0,0,1,1,2000,2000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","MÉDICO",15624
2006,"10162","JESUS LUIZ DA SILVA SERATO","AC","PSOL",7,7,4414.55,630.65,0,3200,0,1214.55,0,16,16,4400,275,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROGRAMADOR DE COMPUTADOR",1296
2006,"10162","JISLAINE NEULS ALVES PRUDENTE","PR","PMDB",3,3,3100,1033.33,1400,1000,0,700,0,9,8,3083.89,342.65,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",2817
2006,"10162","PAULO GABRIEL GODINHO DELGADO","MG","PT",14,14,775300,55378.57,0,300,775000,0,0,664,560,683620.18,1029.55,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",62758
2006,"10162","PAULO RENATO DA ROSA AMARAL","RS","PSB",6,6,5200,866.67,2000,0,40,12,3148,9,9,5198.33,577.59,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","OUTROS",690
2006,"10162","PEDRO RODRIGUES LIMA","MT","PFL",9,9,17700,1966.67,0,5500,0,12200,0,52,52,17698.85,340.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",3399
2006,"10162","ROGERIO MARTINS LISBOA","RJ","PFL",45,42,229139.57,5091.99,0,200339.57,28800,0,0,62,54,207720.82,3350.34,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","OUTROS",64184
2006,"10162","SILVIO APARECIDO NUNES DA FONSECA","SP","PPS",4,4,2005,501.25,2005,0,0,0,0,4,4,2005,501.25,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","COMERCIANTE",85
2006,"10163","ALBERTO LUIZ GUIMARÃES IECIN","RJ","PFL",6,6,13267,2211.17,0,4407,6900,1960,0,14,12,13247.73,946.27,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",14080
2006,"10163","JULIANO JORGE BORACZYNSKI","MT","PFL",7,7,33967,4852.43,0,25655,1000,7312,0,49,49,33967,693.2,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","EMPRESÁRIO",19441
2006,"10163","MANOEL SALES SOBRINHO","PB","PPS",2,2,550,275,50,500,0,0,0,6,6,520.28,86.71,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",1825
2006,"10163","MARCELO LUIS GOMES","SP","PPS",11,11,14212,1292,0,5610,8602,0,0,50,40,10561.53,211.23,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SOLTEIRO(A)","LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA",1851
2006,"10163","MARI ELISABETH TRINDADE MACHADO","RS","PSB",11,10,67448,6131.64,27148,800,10000,0,29500,86,77,59446.01,691.23,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",7803
2006,"10164","ANTÔNIO BARBOSA DA SILVA","PB","PPS",24,20,47778.03,1990.75,0,0,17000,30778.03,0,55,47,42678.03,775.96,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","FARMACÊUTICO",2929
2006,"10165","ANTÔNIO FERNANDES DE LIMA","RS","PSB",6,6,5198.8,866.47,3148,0,0,50.8,2000,13,13,5198.8,399.91,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","SERVIDOR PÚBLICO ESTADUAL",371
2006,"10165","ARCANJO NUNES DOS SANTOS","MG","PT",5,5,1048.75,209.75,0,0,0,1048.75,0,20,14,1001.02,50.05,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","OUTROS",3861
2006,"10165","CELCITA ROSA PINHEIRO DA SILVA","MT","PFL",21,20,455971,21712.9,0,63550,275500,5000,111921,187,153,434176,2321.8,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO CIVIL APOSENTADO",46517
2006,"10165","CLÁUDIO TOSCANO DE ARAÚJO","SP","PPS",4,4,3285.3,821.33,1285.3,0,0,2000,0,6,6,3277.3,546.22,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",6961
2006,"10165","MARISIA DIAS OLIVEIRA","RO","PSOL",9,9,2842.86,315.87,200,1583,0,1059.86,0,18,11,2762.02,153.45,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO FEDERAL",841
2006,"10166","IVAN GONÇALVES THEISEN","RS","PSB",10,10,5006,500.6,0,0,0,3006,2000,43,41,4990.5,116.06,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","BANCÁRIO E ECONOMIÁRIO",873
2006,"10166","JESUS MARIO DE ALMEIDA LIMA","MG","PT",17,17,156351,9197.12,0,29940,13411,113000,0,244,188,142095.92,582.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",37516
2006,"10166","JOÃO MARCOS FERREIRA","PB","PPS",3,3,1820,606.67,0,1720,100,0,0,10,10,1820,182,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",1159
2006,"10166","NÉLIO SILVEIRA DIAS","RN","PP",21,18,262651.8,12507.23,0,31901.8,43000,30050,157700,51,45,214316.93,4202.29,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","PRODUTOR AGROPECUÁRIO",93245
2006,"10166","SOLANGE AMARAL","RJ","PFL",33,27,215515,6530.76,0,46975,168500,40,0,146,112,187464.29,1284,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADMINISTRADOR",101428
2006,"10167","BENEDITO FRANCISCO CURVO","MT","PFL",59,58,71515,1212.12,0,29950,41565,0,0,80,44,56964.99,712.06,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","VEREADOR",37257
2006,"10167","FRANCISCO DAS CHAGAS ALVES","PI","PMN",3,3,1750,583.33,0,0,0,1750,0,9,9,1749.91,194.43,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",1079
2006,"10167","HEROILMA SOARES TAVARES","SP","PPS",3,3,1938.41,646.14,1908.3,0,0,30.11,0,5,4,1923.41,384.68,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","CASADO(A)","PEDAGOGO",418
2006,"10167","MANOEL DE ASSIS DA SILVA","AL","PSTU",1,1,350,350,0,350,0,0,0,1,1,350,350,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","DESENHISTA",268
2006,"10167","MÁRCIO JOSÉ DA SILVA ARAÚJO","PB","PPS",3,3,600,200,0,600,0,0,0,4,4,600,150,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",906
2006,"10167","MARIA LAURA MONTEZA DE SOUZA CARNEIRO","RJ","PFL",90,78,248436.39,2760.4,0,96310,151126.39,1000,0,138,110,219527.98,1590.78,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","DEPUTADO",29495
2006,"10167","MÁRIO SANDER BRUCK","RS","PSB",25,24,59418.84,2376.75,28942,0,15921.84,10055,4500,206,171,56769.54,275.58,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO MUNICIPAL",13861
2006,"10167","NELSON DA SILVA PEREIRA","MG","PT",9,9,49647,5516.33,0,0,20280,29367,0,69,64,36614.61,530.65,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",3247
2006,"10168","ADÃO SILVA DOS REIS","RS","PSB",5,5,19904,3980.8,0,0,0,0,19904,26,23,19194,738.23,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",2079
2006,"10168","CARLOS AILTON MARTINS DA SILVA","MG","PT",75,75,42605.7,568.08,16000,19655.7,1300,0,5650,63,61,34570.27,548.73,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","VEREADOR",18377
2006,"10168","JOSÉ BERNARDINO DA SILVA","PB","PPS",10,9,24720,2472,50,3370,21000,300,0,37,32,24374.65,658.77,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","COMERCIANTE",4297
2006,"10168","LUIZ ANTONIO VIEIRA CÂMARA","RN","PP",6,6,6264.5,1044.08,0,4264.5,0,2000,0,8,8,6257.43,782.18,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","PRODUTOR AGROPECUÁRIO",1973
2006,"10168","THEOJÚNIOR DE PASSOS FERREIRA","PI","PMN",1,1,200,200,0,0,200,0,0,1,1,200,200,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","MEMBRO DAS FORÇAS ARMADAS",172
2006,"10169","AIRTO JOÃO FERRONATO","RS","PSB",114,104,31298,274.54,7148,16350,0,5800,2000,110,102,32371.97,294.29,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","SERVIDOR PÚBLICO ESTADUAL",3427
2006,"10169","AYRTON ALVARENGA XEREZ","RJ","PFL",38,38,209600,5515.79,0,8900,131000,0,69700,87,57,197116.11,2265.7,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","ENGENHEIRO",35653
2006,"10169","CLÁUDIA REGINA SANTOS DE ALMEIDA","MG","PT",24,23,30743,1280.96,3000,4850,2393,20500,0,77,71,29772.15,386.65,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","PROFESSOR DE ENSINO SUPERIOR",5338
2006,"10169","JONATAS MARCOS CARNEIRO DA CUNHA","PE","PV",1,1,131,131,0,0,0,131,0,2,2,130.49,65.25,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","COMERCIANTE",661
2006,"10170","ANDRÉ JOSÉ KRYSZCZUN","RS","PSB",11,11,14073.67,1279.42,10552,0,0,521.67,3000,55,48,14038.45,255.24,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","VEREADOR",4838
2006,"10170","MIGUEL CORREA DA SILVA JUNIOR","MG","PT",113,98,278098.64,2461.05,0,153973.01,115480.35,8645.28,0,796,639,230581.25,289.67,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","VEREADOR",80049
2006,"10171","ANTONIO CARLOS RAMOS PEREIRA","MG","PT",105,99,181927.04,1732.64,0,68621.36,98644.65,14661.03,0,133,124,155206.04,1166.96,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","DIVORCIADO(A)","VEREADOR",19584
2006,"10171","ODINERTO MONROE LOEWE","RS","PSB",8,8,30307.1,3788.39,0,0,10509.1,0,19798,110,102,29601.27,269.1,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",1852
2006,"10172","LUIZ AUGUSTO FLORES","RS","PSB",8,8,7023,877.88,2798,0,120,2105,2000,38,38,7023,184.82,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",304
2006,"10173","DENILSON APARECIDO MARTINS","MG","PT",11,10,26090.64,2371.88,0,14300,2976.06,8814.58,0,31,31,23090.03,744.84,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",18597
2006,"10173","JOSÉ ANDREA MAGLIANO FILHO","PB","PPS",22,21,35062.51,1593.75,0,22062,10000,3000.51,0,67,59,31647.11,472.34,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","EMPRESÁRIO",2422
2006,"10173","LUIZ ROBERTO DE ALBUQUERQUE","RS","PSB",64,62,772175.26,12065.24,60000,53500,658675.26,0,0,1202,906,464084.52,386.09,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",174774
2006,"10173","RAIMUNDO PAULO FARIAS CASTELO BRANCO","PA","PSDC",3,3,1350,450,0,0,300,1050,0,4,3,818.46,204.62,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",367
2006,"10174","EDUARDO REALINO DA SILVA","MG","PT",1,1,300,300,0,0,0,300,0,1,1,300,300,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","DIVORCIADO(A)","BANCÁRIO E ECONOMIÁRIO",819
2006,"10174","JOACIR BARBAGLIO PEREIRA","RJ","PFL",16,16,10940,683.75,0,8850,0,2090,0,21,10,3240,154.29,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SOLTEIRO(A)","VEREADOR",9816
2006,"10174","JULIANO DA PAZ CARVALHO","RS","PSB",11,11,23261,2114.64,14740,2640,0,3881,2000,29,28,23252.93,801.83,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","OCUPANTE DE CARGO EM COMISSÃO",4880
2006,"10174","MILTON VIEIRA RAMOS","PA","PSDC",2,2,650,325,350,0,300,0,0,2,2,650,325,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL INCOMPLETO","SOLTEIRO(A)","TAQUÍGRAFO E ESTENÓGRAFO",1615
2006,"10175","ADRIANO FRANCISCO ROCHA","ES","PSL",3,3,2420,806.67,520,0,0,1900,0,16,11,2408.91,150.56,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SEPARADO(A) JUDICIALMENTE","OUTROS",552
2006,"10175","EVANDRO EGÍDIO ZAMBONATO","RS","PSB",12,12,19942,1661.83,8090,4082,1700,4070,2000,23,22,19926.36,866.36,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","POLICIAL MILITAR",9375
2006,"10175","SUMARA OLIVEIRA RIBEIRO","MG","PT",3,3,615.69,205.23,0,300,0,315.69,0,4,4,615.64,153.91,"DEPUTADO FEDERAL","FEMININO","SUPERIOR INCOMPLETO","VIÚVO(A)","OUTROS",1236
2006,"10176","HETH CÉSAR BISMARCK ATHAYDE BARBOSA DE OLIVEIRA","AL","PDT",1,1,2000,2000,0,2000,0,0,0,1,1,2000,2000,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",1788
2006,"10176","JOAO RODRIGUES DOS SANTOS","PB","PHS",4,4,2090,522.5,50,0,0,2040,0,9,9,2032.21,225.8,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","PROFESSOR DE ENSINO SUPERIOR",1234
2006,"10176","JOSÉ CARLOS SILVA DE ALMEIDA","RS","PSB",5,5,5163,1032.6,3148,0,0,15,2000,10,10,5163.05,516.31,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","VIÚVO(A)","OUTROS",485
2006,"10176","JOSÉ TARCÍSIO CAIXETA","MG","PT",76,73,144000,1894.74,0,30700,112500,800,0,208,170,132806.16,638.49,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","VEREADOR",21310
2006,"10176","NEYDE APARECIDA DA SILVA","GO","PT",51,51,413570,8109.22,0,125120,126650,148300,13500,229,197,381920.44,1667.77,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","DIVORCIADO(A)","OUTROS",44557
2006,"10176","WASHINGTON LUIZ COSTA SILVA","ES","PSL",1,1,520,520,520,0,0,0,0,1,1,520,520,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","SERVIDOR PÚBLICO FEDERAL",597
2006,"10177","ALMIR OLIVEIRA MOURA","RJ","PFL",10,10,13050.5,1305.05,0,6050.5,0,7000,0,31,23,8705.18,280.81,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","DEPUTADO",2304
2006,"10177","GILMAR ALVES MACHADO","MG","PT",49,44,452557.6,9235.87,0,128057.61,310499.99,14000,0,677,623,440253.67,650.3,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",82110
2006,"10177","RUBENS OTONI GOMIDE","GO","PT",99,93,461332.75,4659.93,49800,146010,177350,74672.75,13500,306,202,355240.81,1160.92,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",87258
2006,"10177","VANDERLEI SOUZA DA SILVA","RS","PSB",3,3,4798,1599.33,2798,0,0,0,2000,8,8,4797.05,599.63,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","SEPARADO(A) JUDICIALMENTE","SERVIDOR PÚBLICO MUNICIPAL",359
2006,"10178","JUVENIL ALVES FERREIRA FILHO","MG","PT",42,41,415420,9890.95,0,49700,266270,99450,0,138,129,394098.8,2855.79,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","ADVOGADO",110651
2006,"10178","MARCOS AURÉLIO PANTOJA DE OLIVEIRA","PA","PV",8,8,3159.44,394.93,130.23,1400,0,1629.21,0,14,14,3159.44,225.67,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","OUTROS",756
2006,"10178","PEDRO WILSON GUIMARAES","GO","PT",136,120,230602.29,1695.61,0,80723,56860.29,93019,0,270,204,226458.06,838.73,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",49949
2006,"10178","RODRIGO FELINTO IBARRA EPITÁCIO MAIA","RJ","PFL",23,22,983758.4,42772.1,39758.4,171000,773000,0,0,80,76,934729.07,11684.11,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","CASADO(A)","DEPUTADO",235111
2006,"10178","VICENTE PAULO OLIVEIRA SELISTRE","RS","PSB",27,24,49769,1843.3,15188,7731,18000,5550,3300,152,86,45470.66,299.15,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","ADVOGADO",15473
2006,"10179","AILTON AMERICO DE OLIVEIRA","GO","PT",7,7,6310.05,901.44,450,3200,0,2660.05,0,19,18,6290.85,331.1,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","COMERCIANTE",3397
2006,"10179","EURICO SANTIAGO DE SOUZA RANGEL","PB","PV",8,8,143750,17968.75,0,0,0,143750,0,21,16,134612.67,6410.13,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PRODUTOR AGROPECUÁRIO",3207
2006,"10179","HELIO VELASQUEZ","RJ","PFL",2,2,14000,7000,0,14000,0,0,0,14,14,14000,1000,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","CASADO(A)","APOSENTADO (EXCETO SERVIDOR PÚBLICO)",2445
2006,"10179","LUIZ FABRIS","RS","PSB",12,12,18937.2,1578.1,1148,1639.2,11150,1000,4000,59,59,18901.59,320.37,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","ADVOGADO",2580
2006,"10179","MAURÍCIO QUINTELLA MALTA LESSA","AL","PDT",16,16,177720,11107.5,0,48600,93920,35200,0,75,66,173172.66,2308.97,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",72054
2006,"10179","RILDO XAVIER DE MORAIS","MG","PT",16,16,15579.5,973.72,8564.5,3418,3000,597,0,31,31,12579.5,405.79,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","DIVORCIADO(A)","VEREADOR",12561
2006,"10179","WAGNER DE ANDRADE FIGUEIRA JUNIOR","PA","PV",7,5,6089.58,869.94,89.58,0,0,6000,0,14,13,4038.38,288.46,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","POLICIAL MILITAR",921
2006,"10180","CLAUDIO LUIS SILVA DE LIMA","RS","PSB",4,4,2791,697.75,0,0,0,791,2000,31,31,2786.35,89.88,"DEPUTADO FEDERAL","MASCULINO","ENSINO MÉDIO COMPLETO","SEPARADO(A) JUDICIALMENTE","MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA",1031
2006,"10180","FERNANDO FERRAZ REGO NEIVA","MG","PT",24,22,62855,2618.96,1375,55000,0,6480,0,75,58,50736.54,676.49,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","BANCÁRIO E ECONOMIÁRIO",10205
2006,"10181","JOSÉ CARLOS LIMA DA COSTA","PA","PV",4,4,1349.52,337.38,89.52,0,0,1260,0,4,4,1349.52,337.38,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SEPARADO(A) JUDICIALMENTE","PROFESSOR DE ENSINO SUPERIOR",983
2006,"10181","JOSÉ LEONARDO COSTA MONTEIRO","MG","PT",52,52,79990,1538.27,0,11540,30000,38450,0,61,52,80693.48,1322.84,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","DEPUTADO",77107
2006,"10181","MAURÉLIO MOREIRA ARAÚJO","GO","PT",18,17,15292,849.56,8800,5997,0,495,0,39,35,15251.69,391.07,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","PROFESSOR DE ENSINO MÉDIO",5971
2006,"10181","OTÁVIO MAXIMILIANO REICHERT","RS","PSB",8,8,6868,858.5,2798,300,0,1770,2000,26,25,6814.06,262.08,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","SOLTEIRO(A)","SERVIDOR PÚBLICO ESTADUAL",342
2006,"10182","ROGERIO CORREIA DE MOURA BAPTISTA","MG","PT",50,49,216442.06,4328.84,0,103442.06,55000,58000,0,105,90,212799.86,2026.67,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR INCOMPLETO","SOLTEIRO(A)","DEPUTADO",62117
2006,"10183","ANA LÉLIA BENINCÁ BELTRAME","RS","PSB",22,21,73960.68,3361.85,2798,73,0,69089.68,2000,206,153,69477.76,337.27,"DEPUTADO FEDERAL","FEMININO","SUPERIOR COMPLETO","SOLTEIRO(A)","DIPLOMATA",1743
2006,"10183","RAGOS OLIVEIRA DOS SANTOS","MG","PT",39,39,23735,608.59,0,10735,0,13000,0,53,23,15711,296.43,"DEPUTADO FEDERAL","MASCULINO","ENSINO FUNDAMENTAL COMPLETO","CASADO(A)","VEREADOR",11960
2006,"10183","SUDARIO SILVERIO DE SOUZA","GO","PT",3,3,606.25,202.08,156.25,0,0,450,0,13,10,574.36,44.18,"DEPUTADO FEDERAL","MASCULINO","SUPERIOR COMPLETO","CASADO(A)","OUTROS",1061
